,name,isMarried,isNoble,numDeadRelations,popularity,isAlive
526,Garrett Paege,0,0,0,0.0133779264214046,1
527,Garth XII Gardener,0,0,0,0.0133779264214046,1
528,Garth of Oldtown,0,0,0,0.020066889632107,0
529,Gascoyne,0,1,0,0.0133779264214046,1
530,Gavin,0,0,0,0.00668896321070234,1
531,Gelmarr,0,0,0,0.0267558528428093,0
532,Gerren,0,0,0,0.0167224080267558,1
533,Gerold Lannister,1,1,0,0.0869565217391304,0
534,Ghael,0,1,0,0.0234113712374581,1
535,Gillam,0,1,0,0.0100334448160535,1
536,Gladden Wylde,0,1,0,0.0167224080267558,0
537,Glendon Flowers,0,1,0,0.0802675585284281,0
538,Goady,0,0,0,0.0167224080267558,1
539,Godwyn,0,0,0,0.0,1
540,Gormond Drumm,0,0,0,0.00668896321070234,1
541,Gowen Baratheon,1,0,0,0.0167224080267558,1
542,Grance Morrigen,0,1,0,0.0100334448160535,1
543,Grazdan,0,1,0,0.0133779264214046,0
544,Grazdan zo Galare,0,0,0,0.020066889632107,1
545,Green Gergen,0,0,0,0.0,1
546,Great Walrus,0,0,0,0.0133779264214046,1
547,Gretchel,0,0,0,0.0167224080267558,1
548,Grey King,0,0,0,0.0769230769230769,1
549,Griffin King,0,0,0,0.020066889632107,1
550,Grigg,0,0,0,0.00668896321070234,1
551,Grisel,0,0,0,0.00334448160535117,1
552,Grisella,0,0,0,0.0100334448160535,1
553,Gulian,0,1,0,0.00334448160535117,1
554,Gulian Qorgyle,0,1,0,0.0133779264214046,1
555,Gurn,0,0,0,0.00334448160535117,1
556,Guyne,0,1,0,0.00668896321070234,1
557,Gwayne Corbray,0,1,0,0.0434782608695652,1
558,Gwayne Gaunt,0,1,0,0.0367892976588628,1
559,Gwin Goodbrother,0,0,0,0.0267558528428093,1
560,Gyles,0,1,0,0.00334448160535117,1
561,Gyleno Dothare,0,0,0,0.0133779264214046,1
562,Gyles Farwynd,0,0,0,0.0100334448160535,1
563,Gwynesse Harlaw,0,0,0,0.0568561872909698,1
564,Gyles Grafton,0,0,0,0.0167224080267558,1
565,Gyloro Dothare,0,0,0,0.0133779264214046,1
566,Gyles III Gardener,0,0,0,0.020066889632107,1
567,Gynir,0,0,0,0.0267558528428093,0
568,Haggon,0,0,0,0.020066889632107,1
569,Gysella Goodbrother,0,0,0,0.0267558528428093,1
570,Hali,0,0,0,0.020066889632107,0
571,Haldon,0,0,0,0.127090301003344,1
572,Harbert Paege,0,1,0,0.0133779264214046,1
573,Hamish the Harper,0,0,0,0.020066889632107,0
574,Halys Hornwood,1,1,0,0.107023411371237,0
575,Harghaz,0,0,0,0.0234113712374581,0
576,Hareth (Mole's Town),0,0,0,0.0501672240802675,1
577,Harlan Grandison,0,1,0,0.0167224080267558,0
578,Harle the Handsome,0,0,0,0.0133779264214046,1
579,Harle the Huntsman,0,0,0,0.0167224080267558,1
580,Harlon Botley,0,0,0,0.0468227424749163,1
581,Harmund Sharp,0,0,0,0.0100334448160535,1
582,Harlon Greyjoy,0,0,0,0.0635451505016722,1
583,Harodon,0,1,0,0.00668896321070234,1
584,Harra,0,0,0,0.0167224080267558,0
585,Harrag Sharp,0,0,0,0.0167224080267558,0
586,Harrag Hoare,0,0,0,0.0267558528428093,1
587,Harren Half-Hoare,0,0,0,0.0167224080267558,1
588,Harren Botley,0,0,0,0.060200668896321,0
589,Harrold Osgrey,0,1,0,0.0234113712374581,1
590,Harry Sawyer,0,1,0,0.0167224080267558,1
591,Harsley,0,0,0,0.00334448160535117,0
592,Harwyn Hoare,0,0,0,0.10033444816053501,1
593,Hayhead,0,0,0,0.0167224080267558,1
594,Hazrak zo Loraq,0,0,0,0.0100334448160535,1
595,Harwyn Plumm,0,1,0,0.0468227424749163,1
596,Helicent Uffering,0,0,0,0.0234113712374581,0
597,Helliweg,0,1,0,0.0100334448160535,1
598,Helly,0,0,0,0.0133779264214046,1
599,Helya,0,0,0,0.0167224080267558,1
600,Henk,0,0,0,0.00668896321070234,1
601,Henly (House Ashford),0,0,0,0.00668896321070234,1
602,Herbert Bolling,0,1,0,0.0100334448160535,1
603,Hendry Bracken,0,0,0,0.040133779264214,0
604,Heward,0,0,0,0.020066889632107,0
605,Hibald,0,0,0,0.0133779264214046,1
606,Hilmar Drumm,0,0,0,0.00668896321070234,1
607,Hod,0,0,0,0.00334448160535117,1
608,Hoke,0,0,0,0.0100334448160535,1
609,Holger,0,0,0,0.00334448160535117,1
610,Hop-Robin,0,0,0,0.0334448160535117,1
611,Hugh Beesbury,0,1,0,0.0133779264214046,1
612,Humfrey Clifton,0,1,0,0.0133779264214046,1
613,Hunnimore,0,1,0,0.0,1
614,Husband,1,0,0,0.0434782608695652,1
615,Illifer,0,1,0,0.040133779264214,1
616,Ironbelly,0,0,0,0.0100334448160535,1
617,Jaehaerys Targaryen (son of Aegon II),0,1,0,0.187290969899665,0
618,Jaehaera Targaryen,1,1,0,0.280936454849498,0
619,Jaggot,0,0,0,0.0,1
620,Jaehaerys II Targaryen,0,0,0,0.49498327759197297,0
621,Jaime Frey,0,0,0,0.127090301003344,1
622,Jaehaerys I Targaryen,0,0,5,0.65886287625418,0
623,Jate,0,0,0,0.0,0
624,Jate Blackberry,0,0,0,0.0100334448160535,1
625,Jasper Waynwood,0,0,0,0.0568561872909698,1
626,Jayde,0,0,0,0.020066889632107,1
627,Jeffory Norcross,0,1,0,0.00668896321070234,1
628,Jeffory Mallister,0,0,0,0.020066889632107,1
629,Jayne Bracken,0,0,0,0.0301003344481605,1
630,Squinty Jeyne,0,0,0,0.00668896321070234,1
631,Jeyne Fossoway,1,0,0,0.0535117056856187,1
632,Jeyne Heddle,0,0,0,0.0334448160535117,1
633,Jeyne Swann,0,0,0,0.0167224080267558,1
634,Jeyne Westerling (wife of Maegor I),1,1,0,0.11036789297658801,0
635,Jeyne Waters,0,0,0,0.0735785953177257,0
636,Jeyne Westerling,1,1,0,0.42474916387959794,1
637,Jocelyn Swyft,0,0,0,0.0167224080267558,1
638,Jodge,0,0,0,0.00334448160535117,1
639,Joanna Swyft,0,0,0,0.0234113712374581,1
640,Joanna Lannister,1,1,5,0.23076923076923,0
641,Johanna Swann,0,0,0,0.020066889632107,1
642,Jommo,0,0,0,0.0100334448160535,1
643,Jommy,0,0,0,0.00334448160535117,1
644,Jon Cupps,1,1,0,0.0501672240802675,1
645,Jon Heddle,0,1,0,0.00668896321070234,1
646,Jon Hollard,0,1,0,0.0267558528428093,1
647,Jon Penny,0,0,0,0.00668896321070234,1
648,Jon Penrose,0,1,0,0.0167224080267558,1
649,Jon Pox,0,0,0,0.0167224080267558,1
650,Jon Vance,0,1,0,0.0234113712374581,1
651,Jon Umber (Smalljon),0,0,0,0.0702341137123745,0
652,Jon Umber (Greatjon),0,1,0,0.183946488294314,1
653,Jon Waters,0,1,0,0.0769230769230769,0
654,Jorquen,0,0,0,0.00334448160535117,1
655,Jorgen,0,0,0,0.0,1
656,Joseran,0,1,0,0.00334448160535117,1
657,Joseth,0,0,0,0.0301003344481605,1
658,Joseth Mallister,0,1,0,0.0133779264214046,1
659,Joss,0,0,0,0.00334448160535117,1
660,Joss the Gloom,0,0,0,0.0100334448160535,1
661,Joth Quickbow,0,0,0,0.0,1
662,Josua Willum,0,0,0,0.0133779264214046,1
663,Jurne,0,1,0,0.0133779264214046,1
664,Jothos Slynt,0,0,0,0.0234113712374581,1
665,Jyck,0,0,0,0.0301003344481605,0
666,Jyzene,0,0,0,0.0133779264214046,1
667,Kegs,0,0,0,0.0167224080267558,1
668,Kella,0,0,0,0.00334448160535117,1
669,Kemmett Pyke,0,0,0,0.0100334448160535,1
670,Kenned,0,0,0,0.00668896321070234,0
671,Ketter,0,0,0,0.0,1
672,Kirby Pimm,0,1,0,0.0,1
673,Kojja Mo,0,0,0,0.0167224080267558,1
674,Kirth Vance,0,0,0,0.0267558528428093,1
675,Koss,0,0,0,0.0367892976588628,0
676,Kromm,0,0,0,0.00668896321070234,0
677,Kurz,0,0,0,0.0367892976588628,0
678,Kyle,0,1,0,0.0267558528428093,1
679,Kyle (brotherhood),0,0,0,0.0,0
680,Kyle Royce,0,0,0,0.020066889632107,1
681,Kyleg,0,0,0,0.0100334448160535,1
682,Kym,0,1,0,0.0,1
683,Lamprey,0,0,0,0.0100334448160535,1
684,Lancel V Lannister,0,0,0,0.020066889632107,1
685,Lanna,0,0,0,0.020066889632107,1
686,Lanna (Happy Port),0,0,0,0.0267558528428093,1
687,Larraq,0,0,0,0.020066889632107,1
688,Layna,0,0,0,0.0234113712374581,1
689,Lem,0,0,0,0.0836120401337792,1
690,Leana Frey,0,0,0,0.0735785953177257,1
691,Lennocks,0,0,0,0.00334448160535117,1
692,Lem (Standfast),0,0,0,0.0133779264214046,0
693,Lenn,0,0,0,0.00668896321070234,1
694,Lenyl,0,0,0,0.0100334448160535,1
695,Lenwood Tawney,0,0,0,0.0100334448160535,1
696,Leo Tyrell (Longthorn),0,1,0,0.0535117056856187,1
697,Leona Tyrell,0,0,0,0.123745819397993,1
698,Leo Tyrell (son of Victor),1,1,0,0.130434782608695,1
699,Lester,0,0,0,0.0167224080267558,1
700,Lew (guard),0,0,0,0.0,1
701,Lewis Lanster,0,0,0,0.00668896321070234,1
702,Lewys Piper,0,0,0,0.0334448160535117,1
703,Leyla Hightower,1,0,0,0.0501672240802675,1
704,Lia Serry,1,0,0,0.13712374581939699,1
705,Liane Vance,0,0,0,0.0167224080267558,1
706,Lister,0,0,0,0.00334448160535117,1
707,Long Lew,0,0,0,0.0,1
708,Lorcas,0,0,0,0.0100334448160535,1
709,Lorent Lorch,0,1,0,0.0100334448160535,1
710,Lorimer,0,1,0,0.0133779264214046,0
711,Lorren,0,0,0,0.0234113712374581,0
712,Lothar,0,1,0,0.0,1
713,Lorent Tyrell,0,0,0,0.127090301003344,1
714,Lotho Lornel,0,0,0,0.00668896321070234,1
715,Lucan,0,0,0,0.0133779264214046,0
716,Lucamore Strong,0,1,0,0.0167224080267558,1
717,Lucantine Woodwright,0,1,0,0.0100334448160535,1
718,Lucas Nayland,0,1,0,0.00334448160535117,1
719,Lucas Roote,0,0,0,0.0133779264214046,0
720,Lucifer Hardy,0,1,0,0.00668896321070234,1
721,Luco Prestayn,0,0,0,0.00334448160535117,1
722,Lucimore Botley,0,0,0,0.0468227424749163,1
723,Lucos,0,0,0,0.00668896321070234,1
724,Luke of Longtown,0,0,0,0.0133779264214046,1
725,Lucas Tyrell,0,0,0,0.123745819397993,1
726,Lum,0,0,0,0.0133779264214046,1
727,Luton,0,0,0,0.0234113712374581,0
728,Luthor Tyrell (son of Moryn),1,1,0,0.130434782608695,1
729,Luthor Tyrell (son of Theodore),0,0,0,0.13712374581939699,1
730,Lymond Mallister,0,1,0,0.0133779264214046,1
731,Lync,0,0,0,0.00668896321070234,1
732,Lyonel (knight),0,1,0,0.0133779264214046,1
733,Lyonel Bentley,0,1,0,0.0133779264214046,0
734,Lyonel Tyrell (lord),0,1,0,0.020066889632107,0
735,Lysa Meadows,1,0,0,0.130434782608695,1
736,Lyonel Tyrell (son of Leo),0,0,0,0.130434782608695,1
737,Maddy,0,0,0,0.0133779264214046,1
738,Maerie (Goodwife),0,1,0,0.00334448160535117,1
739,Maerie (Whore),0,0,0,0.00334448160535117,0
740,Maggy,0,0,0,0.0568561872909698,1
741,Malcolm,0,1,0,0.00668896321070234,1
742,Malleon,0,1,0,0.0167224080267558,1
743,Malliard,0,1,0,0.00668896321070234,1
744,Mallor (Knight),0,1,0,0.0,1
745,Mallor,0,0,0,0.00668896321070234,1
746,Manfred Dondarrion,0,1,0,0.0100334448160535,1
747,Manfred Lothston,0,0,0,0.0100334448160535,1
748,Manfred Swann,0,1,0,0.0167224080267558,1
749,Manfryd Lothston,0,0,0,0.00668896321070234,1
750,Manfryd Yew,0,1,0,0.020066889632107,1
751,Marei,0,0,0,0.0434782608695652,1
752,Marghaz zo Loraq,0,0,0,0.0334448160535117,1
753,Maris,0,0,0,0.00668896321070234,1
754,Marq Grafton,0,0,0,0.0301003344481605,0
755,Martyn Mullendore,0,1,0,0.00668896321070234,1
756,Maslyn,0,0,0,0.0133779264214046,0
757,Mathos Mallarawan,0,0,0,0.0167224080267558,1
758,Matrice,0,0,0,0.00334448160535117,1
759,Matt,0,0,0,0.00334448160535117,1
760,Maynard,0,1,0,0.0133779264214046,1
761,Maynard Plumm,0,1,0,0.0234113712374581,1
762,Mazdhan zo Loraq,0,0,0,0.0100334448160535,1
763,Mebble,0,0,0,0.00668896321070234,1
764,Meha,0,0,0,0.00668896321070234,1
765,Mela,0,0,0,0.0100334448160535,1
766,Meizo Mahr,0,0,0,0.00668896321070234,1
767,Melaquin,0,1,0,0.0,1
768,Medwick Tyrell,0,1,0,0.120401337792642,1
769,Meliana,0,0,0,0.0,1
770,Melicent,0,0,0,0.00334448160535117,1
771,Mellei,0,0,0,0.0100334448160535,1
772,Melly,0,0,0,0.00334448160535117,1
773,Mellos,0,1,0,0.237458193979933,1
774,Meralyn,0,0,0,0.0267558528428093,1
775,Merling Queen,0,0,0,0.020066889632107,1
776,Mero,0,0,0,0.0468227424749163,0
777,Merrell Florent,0,0,0,0.0668896321070234,1
778,Michael Mertyns,0,1,0,0.00668896321070234,1
779,Miklaz,0,1,0,0.0167224080267558,1
780,Mollander,0,0,0,0.0367892976588628,1
781,Mollos,0,1,0,0.0100334448160535,1
782,Moonshadow,0,0,0,0.0100334448160535,1
783,Moreo Tumitis,0,0,0,0.0100334448160535,1
784,Morgarth,0,1,0,0.0167224080267558,1
785,Moro,0,0,0,0.0167224080267558,1
786,Morra,0,0,0,0.0100334448160535,1
787,Morrec,0,0,0,0.0267558528428093,0
788,Mors Manwoody,0,0,0,0.0234113712374581,1
789,Mortimer Boggs,0,1,0,0.0133779264214046,1
790,Mors Martell (brother of Doran),0,0,0,0.0668896321070234,0
791,Mother Mole,0,0,0,0.0434782608695652,1
792,Mudge (brotherhood),0,0,0,0.0,1
793,Mudge (miller),0,0,0,0.00334448160535117,1
794,Mudge (swineherd),0,0,0,0.0,1
795,Munciter,0,1,0,0.00668896321070234,1
796,Mully,0,0,0,0.0501672240802675,1
797,Murch,0,0,0,0.0100334448160535,1
798,Murch (Winterfell),0,0,0,0.00334448160535117,1
799,Myles (squire),0,0,0,0.0133779264214046,0
800,Myrtle,0,0,0,0.0468227424749163,0
801,Nage,0,0,0,0.00334448160535117,1
802,Nail,0,0,0,0.0133779264214046,1
803,Narbert,0,1,0,0.0267558528428093,1
804,Narbo,0,0,0,0.0100334448160535,1
805,Nan,0,0,0,0.0969899665551839,1
806,Ned (ferryman),0,0,0,0.00334448160535117,1
807,Nella,1,0,0,0.020066889632107,1
808,Ned Woods,0,0,0,0.0167224080267558,1
809,Nissa Nissa,1,0,0,0.020066889632107,1
810,Nightingale,0,0,0,0.0167224080267558,1
811,Nolla,0,1,0,0.0,1
812,Norjen,0,0,0,0.00668896321070234,1
813,Norren,0,1,0,0.0167224080267558,1
814,Nymos,0,1,0,0.00668896321070234,1
815,Normund Tyrell,0,1,0,0.127090301003344,1
816,Ocley,0,1,0,0.00668896321070234,1
817,Ogo,0,0,0,0.0367892976588628,0
818,Old Crackbones,0,0,0,0.0,1
819,Old Grey Gull,0,0,0,0.0100334448160535,1
820,Old Tattersalt,0,0,0,0.0133779264214046,1
821,Old Henly,0,0,0,0.0133779264214046,0
822,Olyvar Oakheart,0,1,0,0.0234113712374581,0
823,Olene Tyrell,1,0,0,0.127090301003344,1
824,Orbelo,0,0,0,0.0133779264214046,1
825,Orivel,0,1,0,0.00334448160535117,1
826,Orell,0,0,0,0.0802675585284281,0
827,Ormond (knight),0,1,0,0.0,0
828,Ormond Osgrey,0,1,0,0.0100334448160535,1
829,Ormond Westerling,0,1,0,0.0,1
830,Oro Tendyris,0,0,0,0.0133779264214046,1
831,Ormund Wylde,0,1,0,0.0133779264214046,1
832,Osmynd,0,0,0,0.00334448160535117,1
833,Ossy,0,0,0,0.0100334448160535,1
834,Oswyn,0,0,0,0.00334448160535117,1
835,Othor,0,0,0,0.0568561872909698,0
836,Otter Gimpknee,0,0,0,0.00668896321070234,1
837,Ottomore,0,0,0,0.00668896321070234,1
838,Owen (brother of Meribald),0,0,0,0.0133779264214046,1
839,Owen,0,0,0,0.0367892976588628,1
840,Owen Inchfield,0,1,0,0.0133779264214046,1
841,Palla,0,0,1,0.020066889632107,1
842,Pate (Old),0,0,0,0.00668896321070234,1
843,Pate (Mory),0,0,0,0.00334448160535117,1
844,Pate (Lancewood),0,0,0,0.00334448160535117,1
845,Pate (Pinchbottom),0,0,0,0.00334448160535117,0
846,Pate (Night's Watch),0,0,0,0.00668896321070234,1
847,Pate (Shermer's Grove),0,0,0,0.00334448160535117,1
848,Pate (Standfast),0,0,0,0.0133779264214046,0
849,Penny Jenny,0,0,0,0.00334448160535117,1
850,Penny,0,0,0,0.187290969899665,1
851,Perros Blackmont,0,0,0,0.020066889632107,1
852,Perwyn Osgrey,0,1,0,0.00668896321070234,1
853,Peter Plumm,0,1,0,0.0267558528428093,1
854,Plummer,0,1,0,0.0,1
855,Poetess,0,0,0,0.0100334448160535,1
856,Pollitor,0,1,0,0.0100334448160535,1
857,Porridge,0,0,0,0.00668896321070234,1
858,Porther,0,0,0,0.0100334448160535,1
859,Portifer Woodwright,0,1,0,0.0100334448160535,1
860,Poul Pemford,0,0,0,0.00668896321070234,0
861,Poxy Tym,0,0,0,0.0100334448160535,0
862,Praed,0,0,0,0.0167224080267558,0
863,Puckens,0,0,0,0.0133779264214046,1
864,Pudding,0,0,0,0.00334448160535117,1
865,Puddingfoot,0,0,0,0.00334448160535117,1
866,Qalen,0,1,0,0.0100334448160535,1
867,Qarl the Thrall,0,0,0,0.0167224080267558,1
868,Qarl Kenning,0,0,0,0.00668896321070234,1
869,Qarl Correy,0,1,0,0.0267558528428093,1
870,Qarl Shepherd,0,0,0,0.00668896321070234,1
871,Qarl Quickaxe,0,0,0,0.00334448160535117,1
872,Qos,0,1,0,0.00334448160535117,1
873,Quellon Humble,0,0,0,0.020066889632107,1
874,Quaro,0,0,0,0.0301003344481605,0
875,Aelinor Penrose,1,1,0,0.163879598662207,1
876,Aemon Estermont,0,1,0,0.0301003344481605,1
877,Aemon Rivers,0,1,0,0.0334448160535117,1
878,Aglantine,0,0,0,0.0133779264214046,1
879,Aladale Wynch,0,1,0,0.020066889632107,0
880,Albett,0,0,0,0.0334448160535117,1
881,Albar Royce,0,1,0,0.0334448160535117,1
882,Alesander Staedmon,0,1,0,0.0133779264214046,1
883,Alekyne Florent,0,1,0,0.0668896321070234,1
884,Alesander Frey,0,0,0,0.14381270903010002,1
885,Alester Norcross,0,0,0,0.0802675585284281,1
886,Allard Seaworth,0,1,0,0.0635451505016722,0
887,Allar Deem,0,0,0,0.0434782608695652,0
888,Alla Tyrell,0,0,0,0.150501672240802,1
889,Alyn Cockshaw,0,1,0,0.040133779264214,0
890,Alyce Graceford,0,1,0,0.0234113712374581,1
891,Alyn Connington,0,1,0,0.060200668896321,1
892,Alyn Ambrose,0,0,0,0.0334448160535117,1
893,Alyn Estermont,0,1,0,0.0267558528428093,1
894,Alyn Stackspear,0,1,0,0.0267558528428093,1
895,Alyn Frey,0,0,0,0.13712374581939699,1
896,Alyn Haigh,0,0,0,0.0735785953177257,1
897,Alysanne Bulwer,0,1,0,0.15384615384615302,1
898,Alysanne Lefford,0,1,0,0.0133779264214046,1
899,Alys Frey,1,0,0,0.0668896321070234,1
900,Alyssa Blackwood,1,1,0,0.0969899665551839,0
901,Alyx Frey,0,0,0,0.14381270903010002,1
902,Amarei Crakehall,1,0,0,0.15384615384615302,0
903,Ambrose Butterwell,1,1,0,0.41471571906354504,0
904,Andar Royce,0,1,0,0.040133779264214,1
905,Andros Brax,0,1,0,0.0535117056856187,0
906,Antario Jast,1,1,0,0.0802675585284281,1
907,Andrew Estermont,0,1,0,0.0367892976588628,1
908,Annara Farring,1,1,0,0.0635451505016722,1
909,Ardrian Celtigar,0,1,0,0.0434782608695652,1
910,Anya Waynwood,0,1,0,0.0869565217391304,1
911,Androw Frey,0,0,0,0.13377926421404598,1
912,Armond Caswell,0,1,0,0.00668896321070234,1
913,Arthur Ambrose,1,1,0,0.060200668896321,1
914,Arthor Karstark,0,0,0,0.0434782608695652,1
915,Arwyn Frey,0,0,0,0.0468227424749163,1
916,Artos Stark,1,0,0,0.103678929765886,1
917,Arwood Frey,1,1,0,0.163879598662207,1
918,Lord Ashford,0,1,0,0.0100334448160535,1
919,Azzak,0,1,0,0.0167224080267558,1
920,Baelor Hightower,1,1,0,0.0668896321070234,1
921,Balman Byrch,1,1,0,0.0735785953177257,0
922,Barth,0,0,0,0.354515050167224,0
923,Bayard Norcross,0,1,0,0.020066889632107,1
924,Bedwyck,0,0,0,0.0501672240802675,1
925,Barthogan Stark,0,1,0,0.127090301003344,1
926,Bellena Hawick,1,0,0,0.13377926421404598,1
927,Benedar Belmore,0,1,0,0.0267558528428093,1
928,Benedict Broom,0,1,0,0.020066889632107,1
929,Bennard Brune,0,1,0,0.0100334448160535,1
930,Benfrey Frey,1,1,0,0.0735785953177257,0
931,Beren Tallhart,0,0,0,0.0702341137123745,1
932,Berena Hornwood,1,0,0,0.0635451505016722,1
933,Beth Cassel,0,0,0,0.0702341137123745,1
934,Beron Stark,1,1,0,0.23411371237458103,1
935,Bhakaz zo Loraq,0,1,0,0.00334448160535117,1
936,Bethany Redwyne,1,1,0,0.060200668896321,1
937,Bethany Rosby,1,1,0,0.0668896321070234,0
938,Black Bernarr,0,0,0,0.020066889632107,1
939,Betharios of Braavos,1,0,0,0.140468227424749,1
940,Boremund Harlaw,0,1,0,0.0635451505016722,1
941,Bradamar Frey,0,0,0,0.140468227424749,1
942,Branston Cuy,0,1,0,0.00668896321070234,1
943,Brandon Tallhart,0,0,0,0.060200668896321,1
944,Bryan Fossoway,0,1,0,0.0267558528428093,0
945,Bryan Frey,0,0,0,0.10033444816053501,1
946,Bryen Farring,0,0,0,0.0334448160535117,0
947,Bryen Caron,0,1,0,0.0267558528428093,0
948,Burton Crakehall,0,1,0,0.0367892976588628,0
949,Craghas Drahar,0,0,0,0.0167224080267558,0
950,Carolei Waynwood,1,0,0,0.140468227424749,1
951,Lord Caswell,0,1,0,0.0133779264214046,1
952,Cayn,0,0,0,0.0301003344481605,0
953,Cerenna Lannister,0,0,0,0.0702341137123745,1
954,Cersei Frey,0,0,0,0.13377926421404598,1
955,Chayle,0,0,0,0.0635451505016722,0
956,Clarent Crakehall,0,1,0,0.0100334448160535,0
957,Clement Crabb,0,1,0,0.0133779264214046,1
958,Clement Piper,0,1,0,0.0702341137123745,1
959,Cley Cerwyn,0,1,1,0.0735785953177257,0
960,Clubfoot Karl,0,0,0,0.0267558528428093,0
961,Conwy,0,0,0,0.0267558528428093,1
962,Colin Florent,0,1,0,0.0836120401337792,1
963,Colmar Frey,0,0,0,0.0468227424749163,1
964,Corliss Penny,0,1,0,0.0234113712374581,1
965,Creighton Redfort,0,1,0,0.0234113712374581,1
966,Cuger,0,0,0,0.00668896321070234,1
967,Cregan Stark,1,1,0,0.48494983277591897,0
968,Cyrenna Swann,1,0,0,0.0769230769230769,0
969,Cynthea Frey,0,0,0,0.14381270903010002,1
970,Daegon Shepherd,0,0,0,0.0167224080267558,1
971,Daeron Vaith,0,1,0,0.0100334448160535,1
972,Dafyn Vance,1,1,0,0.103678929765886,1
973,Dagon Greyjoy,0,1,0,0.0735785953177257,1
974,Dalbridge,0,0,0,0.0501672240802675,0
975,Damon Paege,0,1,0,0.020066889632107,1
976,Damon Shett,0,1,0,0.0100334448160535,1
977,Damon Vypren,0,1,0,0.157190635451505,1
978,Dancy,0,0,0,0.040133779264214,1
979,Dareon,0,0,0,0.167224080267558,0
980,Darlessa Marbrand,1,0,0,0.0836120401337792,1
981,Daryn Hornwood,0,0,0,0.0869565217391304,0
982,Danwell Frey,1,1,0,0.18060200668896303,1
983,Deana Hardyng,1,0,0,0.0969899665551839,1
984,Delena Florent,1,0,0,0.11705685618728999,1
985,Della Frey,0,0,0,0.0501672240802675,1
986,Delp,0,0,0,0.0133779264214046,0
987,Delonne Allyrion,0,1,0,0.0267558528428093,1
988,Denys Darklyn,1,1,0,0.0568561872909698,1
989,Denys Arryn,0,1,0,0.0836120401337792,0
990,Dermot,0,1,0,0.0234113712374581,1
991,Desmond,0,0,0,0.0434782608695652,0
992,Desmond Redwyne,1,1,0,0.0769230769230769,1
993,Deziel Dalt,0,1,0,0.0267558528428093,1
994,Dickon Tarly,1,0,0,0.103678929765886,1
995,Dickon Frey,0,0,0,0.0869565217391304,1
996,Dirk,0,0,0,0.0434782608695652,0
997,Dolf,0,0,0,0.0167224080267558,1
998,Donnel Haigh,0,1,0,0.0869565217391304,1
999,Donnel of Duskendale,0,1,0,0.0367892976588628,1
1000,Donnel Locke,0,1,0,0.0367892976588628,0
1001,Donnel Waynwood,0,1,0,0.060200668896321,1
1002,Donnor Stark,0,1,0,0.0802675585284281,1
1003,Dormund,0,0,0,0.0267558528428093,0
1004,Duram Bar Emmon,0,1,0,0.0267558528428093,1
1005,Ebben,0,0,0,0.0434782608695652,0
1006,Edderion Stark,0,1,0,0.0100334448160535,1
1007,Edmyn Tully,0,1,0,0.357859531772575,1
1008,Eddara Tallhart,0,1,0,0.040133779264214,1
1009,Edrick Stark,0,1,0,0.0267558528428093,1
1010,Edwyd Fossoway,0,1,0,0.0234113712374581,0
1011,Edwyn Stark,0,1,0,0.0100334448160535,1
1012,Edwyle Stark,1,1,0,0.107023411371237,1
1013,Elder Brother,0,1,0,0.0769230769230769,1
1014,Elbert Arryn,0,1,0,0.0468227424749163,0
1015,Eleanor Mooton,1,0,0,0.0301003344481605,1
1016,Ellery Vance,0,1,0,0.0267558528428093,1
1017,Elron,0,0,0,0.0133779264214046,1
1018,Elinor Tyrell,0,0,0,0.163879598662207,1
1019,Elmar Frey,0,0,0,0.0668896321070234,1
1020,Elwood,0,0,0,0.0167224080267558,0
1021,Elwood Meadows,0,1,0,0.0501672240802675,1
1022,Elyana Vypren,1,0,0,0.160535117056856,1
1023,Elyn Norridge,1,0,0,0.127090301003344,1
1024,Emberlei Frey,0,0,0,0.0802675585284281,1
1025,Endrew Tarth,0,1,0,0.0668896321070234,0
1026,Eroeh,0,0,0,0.0334448160535117,0
1027,Eon Hunter,0,1,0,0.0468227424749163,0
1028,Ermesande Hayford,1,1,0,0.11371237458193902,1
1029,Erena Glover,0,0,0,0.0535117056856187,1
1030,Erren Florent,0,1,0,0.0869565217391304,1
1031,Eustace Brune,0,1,0,0.0167224080267558,1
1032,Eustace Hunter,0,1,0,0.0234113712374581,1
1033,Eyron Stark,0,1,0,0.0100334448160535,1
1034,Ferrego Antaryon,0,1,0,0.0167224080267558,1
1035,Forley Prester,0,1,0,0.0635451505016722,1
1036,Franklyn Fowler,0,1,0,0.020066889632107,1
1037,Flement Brax,1,1,0,0.140468227424749,1
1038,Frenken,0,1,0,0.0434782608695652,1
1039,Franklyn Frey,0,1,0,0.0367892976588628,1
1040,Gareth Clifton,1,1,0,0.0133779264214046,1
1041,Garrison Prester,0,1,0,0.0133779264214046,1
1042,Garth of Greenaway,0,0,0,0.0301003344481605,0
1043,Garrett Flowers,0,0,0,0.130434782608695,1
1044,Garse Goodbrook,1,1,0,0.0668896321070234,1
1045,Garse Flowers,0,0,0,0.130434782608695,1
1046,Garth Greenfield,0,1,0,0.0301003344481605,1
1047,Garth Greyfeather,0,0,0,0.0501672240802675,0
1048,Gawen Swann,0,1,0,0.0167224080267558,0
1049,Gawen Glover,0,0,0,0.0468227424749163,1
1050,Gawen Wylde,0,1,0,0.0133779264214046,0
1051,Garth Tyrell,0,1,0,0.163879598662207,1
